Kabupaten/Kota;Tempat Usaha;Nilai Penjualan;Status Badan Usaha;Kategori KBLI;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp16.350.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp8.750.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp1.008.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp2.976.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp325.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp5.502.200;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp3.704.800;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Kaki Lima;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp6.733.250;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp3.974.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp4.617.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp6.512.500;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp5.013.900;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp9.606.250;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp3.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp1.800.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp3.989.200;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp4.384.800;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp980.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp4.790.400;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp5.690.400;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp3.500.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp6.006.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp2.787.750;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp21.404.500;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp5.083.750;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;N. Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan Dan Penunjang Usaha Lainnya;;;;
Kabupaten Banyuwangi;Bangunan Khusus Usaha;Rp0;Perorangan;N. Aktivitas Penyewaan Dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan Dan Penunjang Usaha Lainnya;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp5.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp5.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp5.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kota Surabaya;Bangunan Campuran;Rp50.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp150.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp20.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp200.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp18.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp10.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp7.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp15.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp175.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp5.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp5.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp5.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp100.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp45.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;CV;M. Aktivitas Profesional, Ilmiah Dan Teknis;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp50.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp50.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp150.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp5.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Kaki Lima;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Kaki Lima;Rp15.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Kaki Lima;Rp15.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Kaki Lima;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp5.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp5.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp3.500.000;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp3.000.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp5.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp200.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp5.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp10.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp10.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp15.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp10.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kota Surabaya;Bangunan Campuran;Rp5.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp10.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp5.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp5.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp22.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kota Surabaya;Bangunan Campuran;Rp10.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp90.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kota Surabaya;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kota Surabaya;Bangunan Campuran;Rp0;Perorangan;M. Aktivitas Profesional, Ilmiah Dan Teknis;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Tulungagung;Bangunan Campuran;Rp0;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp18.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Kaki Lima;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Tulungagung;Keliling;Rp0;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Tulungagung;Bangunan Campuran;Rp1.200.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Keliling;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp18.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp10.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp40.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp3.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Campuran;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Tulungagung;Keliling;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp18.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Keliling;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp16.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp19.200;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp30.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Campuran;Rp65.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Campuran;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp18.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp18.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Campuran;Rp35.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Keliling;Rp0;Perorangan;Penyediaan Akomodasi dan Makan Minum;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp18.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Campuran;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp4.500;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp18.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Aktivitas Jasa Lainnya;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp18.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp18.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp0;Perorangan;Industri Pengolahan;;;;
Kabupaten Tulungagung;Bangunan Khusus Usaha;Rp18.000;Perorangan;"Perdagangan Besar dan Ecera; Reparasi dan Perawatan Mobil dan Sepeda Motor";;;;
